Source File	Size	loadResources	load	generateSnapshots	load-configure	scan	loadDepInfo	loadInfo	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	translate	generate1	generate2	responsesForQuestionnaire	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/ValueSet-FluidDrainVS.json	529	1	0	0	0	0	0	0	0	759	0	0	0	0	0	0	0	0	0	0	0	11	280	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-YesNoVS.json	585	1	0	0	1	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	10	95	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-continence-level.json	950	1	0	0	0	0	0	0	1	133	0	0	0	0	0	0	0	0	0	0	0	10	80	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-heart-failure-symptoms.json	2253	1	0	0	0	0	0	0	0	359	0	0	0	0	0	0	0	1	0	0	0	13	382	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-holter-event-codes.json	583	0	0	0	0	0	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	10	106	0	0	0	0	3	0	0
fsh-generated/resources/ValueSet-holter-event-component-codes.json	617	1	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	9	225	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-holter-report-code.json	510	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	9	250	0	0	0	0	1	0	0
fsh-generated/resources/ValueSet-pain-scale.json	1453	1	0	0	0	0	0	0	1	160	0	0	0	0	0	0	0	0	0	0	0	11	65	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-symptom-severity.json	836	1	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0	10	199	0	0	0	0	0	0	0
fsh-generated/resources/ValueSet-well-poor-scale.json	2384	1	0	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	13	62	0	0	0	0	1	0	1
/fsh-generated/includes/menu.xml	4255	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
/fsh-generated/includes/fsh-link-references.md	8778	-	-	-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
